image_path,image_name,label,split,label_path
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\images\20260116_fs_sjt_00200.jpg,20260116_fs_sjt_00200.jpg,1,calib,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\labels\20260116_fs_sjt_00200.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\images\20260116_fs_sjt_00247.jpg,20260116_fs_sjt_00247.jpg,1,calib,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\labels\20260116_fs_sjt_00247.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\images\20260116_fs_sjt_00275.jpg,20260116_fs_sjt_00275.jpg,1,calib,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\labels\20260116_fs_sjt_00275.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\images\20260116_fs_sjt_00325.jpg,20260116_fs_sjt_00325.jpg,0,calib,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\labels\20260116_fs_sjt_00325.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\images\20260116_fs_sjt_00353.jpg,20260116_fs_sjt_00353.jpg,1,calib,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\labels\20260116_fs_sjt_00353.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\images\20260116_fs_sjt_00356.jpg,20260116_fs_sjt_00356.jpg,1,calib,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\labels\20260116_fs_sjt_00356.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\images\20260116_fs_sjt_00359.jpg,20260116_fs_sjt_00359.jpg,1,calib,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\labels\20260116_fs_sjt_00359.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\images\20260116_fs_sjt_00371.jpg,20260116_fs_sjt_00371.jpg,0,calib,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\labels\20260116_fs_sjt_00371.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\images\20260116_fs_sjt_00387.jpg,20260116_fs_sjt_00387.jpg,1,calib,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\labels\20260116_fs_sjt_00387.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\images\20260116_fs_sjt_00394.jpg,20260116_fs_sjt_00394.jpg,0,calib,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\labels\20260116_fs_sjt_00394.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\images\20260116_fs_sjt_00404.jpg,20260116_fs_sjt_00404.jpg,0,calib,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\labels\20260116_fs_sjt_00404.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\images\20260116_fs_sjt_00411.jpg,20260116_fs_sjt_00411.jpg,1,calib,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\labels\20260116_fs_sjt_00411.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\images\20260116_fs_sjt_00429.jpg,20260116_fs_sjt_00429.jpg,1,calib,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\labels\20260116_fs_sjt_00429.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\images\20260116_fs_sjt_00452.jpg,20260116_fs_sjt_00452.jpg,1,calib,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\labels\20260116_fs_sjt_00452.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\images\20260116_fs_sjt_00540.jpg,20260116_fs_sjt_00540.jpg,0,calib,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\labels\20260116_fs_sjt_00540.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\images\20260116_fs_sjt_00551.jpg,20260116_fs_sjt_00551.jpg,0,calib,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\labels\20260116_fs_sjt_00551.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\images\20260116_fs_sjt_00595.jpg,20260116_fs_sjt_00595.jpg,1,calib,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\labels\20260116_fs_sjt_00595.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\images\20260116_fs_sjt_00613.jpg,20260116_fs_sjt_00613.jpg,0,calib,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\labels\20260116_fs_sjt_00613.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\images\20260116_fs_sjt_00631.jpg,20260116_fs_sjt_00631.jpg,1,calib,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\labels\20260116_fs_sjt_00631.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\images\20260116_fs_sjt_00642.jpg,20260116_fs_sjt_00642.jpg,1,calib,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\labels\20260116_fs_sjt_00642.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\images\20260116_fs_sjt_00649.jpg,20260116_fs_sjt_00649.jpg,1,calib,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\labels\20260116_fs_sjt_00649.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\images\20260116_fs_sjt_00668.jpg,20260116_fs_sjt_00668.jpg,1,calib,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\labels\20260116_fs_sjt_00668.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\images\20260116_fs_sjt_00730.jpg,20260116_fs_sjt_00730.jpg,0,calib,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\labels\20260116_fs_sjt_00730.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\images\20260116_fs_sjt_00731.jpg,20260116_fs_sjt_00731.jpg,1,calib,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\labels\20260116_fs_sjt_00731.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\images\20260116_fs_sjt_00757.jpg,20260116_fs_sjt_00757.jpg,1,calib,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\labels\20260116_fs_sjt_00757.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\images\20260116_fs_sjt_00792.jpg,20260116_fs_sjt_00792.jpg,1,calib,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\labels\20260116_fs_sjt_00792.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\images\20260116_fs_sjt_00804.jpg,20260116_fs_sjt_00804.jpg,1,calib,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\labels\20260116_fs_sjt_00804.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\images\20260116_fs_sjt_00831.jpg,20260116_fs_sjt_00831.jpg,1,calib,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\labels\20260116_fs_sjt_00831.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\images\20260116_fs_sjt_00954.jpg,20260116_fs_sjt_00954.jpg,1,calib,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\labels\20260116_fs_sjt_00954.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\images\20260116_fs_sjt_01026.jpg,20260116_fs_sjt_01026.jpg,1,calib,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\labels\20260116_fs_sjt_01026.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\images\20260116_fs_sjt_01054.jpg,20260116_fs_sjt_01054.jpg,1,calib,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\labels\20260116_fs_sjt_01054.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\images\20260116_fs_sjt_01082.jpg,20260116_fs_sjt_01082.jpg,1,calib,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\labels\20260116_fs_sjt_01082.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\images\20260116_fs_sjt_01089.jpg,20260116_fs_sjt_01089.jpg,1,calib,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\labels\20260116_fs_sjt_01089.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\images\20260320_sjt_fs_1299.jpg,20260320_sjt_fs_1299.jpg,1,calib,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\labels\20260320_sjt_fs_1299.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\images\20260320_sjt_fs_1300.jpg,20260320_sjt_fs_1300.jpg,1,calib,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\labels\20260320_sjt_fs_1300.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\images\20260320_sjt_fs_1301.jpg,20260320_sjt_fs_1301.jpg,1,calib,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\labels\20260320_sjt_fs_1301.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\images\20260320_sjt_fs_1302.jpg,20260320_sjt_fs_1302.jpg,1,calib,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\labels\20260320_sjt_fs_1302.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\images\20260320_sjt_fs_1308.jpg,20260320_sjt_fs_1308.jpg,1,calib,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\labels\20260320_sjt_fs_1308.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\images\20260320_sjt_fs_1309.jpg,20260320_sjt_fs_1309.jpg,1,calib,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\labels\20260320_sjt_fs_1309.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\images\20260320_sjt_fs_1310.jpg,20260320_sjt_fs_1310.jpg,1,calib,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\labels\20260320_sjt_fs_1310.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\images\20260320_sjt_fs_1311.jpg,20260320_sjt_fs_1311.jpg,1,calib,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\labels\20260320_sjt_fs_1311.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\images\20260320_sjt_fs_1321.jpg,20260320_sjt_fs_1321.jpg,1,calib,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\labels\20260320_sjt_fs_1321.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\images\20260320_sjt_fs_1322.jpg,20260320_sjt_fs_1322.jpg,1,calib,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\labels\20260320_sjt_fs_1322.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\images\20260320_sjt_fs_1324.jpg,20260320_sjt_fs_1324.jpg,1,calib,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\labels\20260320_sjt_fs_1324.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\images\20260320_sjt_fs_1325.jpg,20260320_sjt_fs_1325.jpg,1,calib,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\labels\20260320_sjt_fs_1325.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\images\20260320_sjt_fs_1334.jpg,20260320_sjt_fs_1334.jpg,1,calib,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\labels\20260320_sjt_fs_1334.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\images\20260320_sjt_fs_1335.jpg,20260320_sjt_fs_1335.jpg,1,calib,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\labels\20260320_sjt_fs_1335.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\images\20260320_sjt_fs_1336.jpg,20260320_sjt_fs_1336.jpg,1,calib,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\labels\20260320_sjt_fs_1336.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\images\20260320_sjt_fs_1337.jpg,20260320_sjt_fs_1337.jpg,1,calib,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\labels\20260320_sjt_fs_1337.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\images\20260320_sjt_fs_1343.jpg,20260320_sjt_fs_1343.jpg,1,calib,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\labels\20260320_sjt_fs_1343.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\images\20260320_sjt_fs_1354.jpg,20260320_sjt_fs_1354.jpg,1,calib,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\labels\20260320_sjt_fs_1354.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\images\20260320_sjt_fs_1380.jpg,20260320_sjt_fs_1380.jpg,1,calib,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\labels\20260320_sjt_fs_1380.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\images\20260320_sjt_fs_1381.jpg,20260320_sjt_fs_1381.jpg,1,calib,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\labels\20260320_sjt_fs_1381.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\images\20260320_sjt_fs_1397.jpg,20260320_sjt_fs_1397.jpg,1,calib,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\labels\20260320_sjt_fs_1397.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\images\20260320_sjt_fs_1398.jpg,20260320_sjt_fs_1398.jpg,1,calib,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\labels\20260320_sjt_fs_1398.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\images\20260320_sjt_fs_1427.jpg,20260320_sjt_fs_1427.jpg,1,calib,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\labels\20260320_sjt_fs_1427.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\images\20260320_sjt_fs_1434.jpg,20260320_sjt_fs_1434.jpg,1,calib,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\labels\20260320_sjt_fs_1434.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\images\20260320_sjt_fs_1435.jpg,20260320_sjt_fs_1435.jpg,1,calib,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\labels\20260320_sjt_fs_1435.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\images\20260320_sjt_fs_1436.jpg,20260320_sjt_fs_1436.jpg,1,calib,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\labels\20260320_sjt_fs_1436.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\images\20260320_sjt_fs_1437.jpg,20260320_sjt_fs_1437.jpg,1,calib,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\labels\20260320_sjt_fs_1437.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\images\20260320_sjt_fs_1443.jpg,20260320_sjt_fs_1443.jpg,1,calib,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\labels\20260320_sjt_fs_1443.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\images\20260320_sjt_fs_1444.jpg,20260320_sjt_fs_1444.jpg,1,calib,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\labels\20260320_sjt_fs_1444.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\images\20260320_sjt_fs_1445.jpg,20260320_sjt_fs_1445.jpg,1,calib,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\labels\20260320_sjt_fs_1445.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\images\20260320_sjt_fs_1457.jpg,20260320_sjt_fs_1457.jpg,1,calib,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\labels\20260320_sjt_fs_1457.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\images\20260320_sjt_fs_1458.jpg,20260320_sjt_fs_1458.jpg,1,calib,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\labels\20260320_sjt_fs_1458.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\images\20260320_sjt_fs_1464.jpg,20260320_sjt_fs_1464.jpg,1,calib,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\labels\20260320_sjt_fs_1464.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\images\20260320_sjt_fs_1465.jpg,20260320_sjt_fs_1465.jpg,1,calib,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\labels\20260320_sjt_fs_1465.txt
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\images\20260320_sjt_fs_1466.jpg,20260320_sjt_fs_1466.jpg,1,calib,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\calib\labels\20260320_sjt_fs_1466.txt
