val_image,nearest_train,hamming64
20260116_fs_sjt_00120.jpg,20260116_fs_sjt_00401.jpg,17
20260116_fs_sjt_00219.jpg,20260320_sjt_fs_1661.jpg,17
20260116_fs_sjt_00492.jpg,20260116_fs_sjt_00568.jpg,17
20260116_fs_sjt_00513.jpg,20260116_fs_sjt_00837.jpg,17
20260116_fs_sjt_00514.jpg,20260116_fs_sjt_00695.jpg,17
20260116_fs_sjt_00604.jpg,20250526_firesmoke_00071.jpg,17
20260116_fs_sjt_00865.jpg,raw_fire_relabel_dp_20392.jpg,17
raw_fire_relabel_dp_20330.jpg,raw_fire_relabel_dp_20376.jpg,17
raw_fire_relabel_dp_20393.jpg,20260116_fs_sjt_00966.jpg,17
raw_fire_relabel_dp_20405.jpg,raw_fire_relabel_dp_20565.jpg,17
raw_fire_relabel_dp_20410.jpg,20260116_fs_sjt_00984.jpg,17
raw_fire_relabel_dp_20412.jpg,20260116_fs_sjt_00612.jpg,17
raw_fire_relabel_dp_20611.jpg,20250526_firesmoke_00331.jpg,17
raw_fire_relabel_dp_20619.jpg,raw_fire_relabel_dp_20550.jpg,17
raw_fire_relabel_dp_20647.jpg,20260116_fs_sjt_01011.jpg,17
raw_fire_relabel_dp_20661.jpg,raw_fire_relabel_dp_20648.jpg,17
raw_fire_relabel_dp_20699.jpg,20260116_fs_sjt_00477.jpg,17
20260116_fs_sjt_00418.jpg,20260116_fs_sjt_00057.jpg,18
20260116_fs_sjt_00523.jpg,20260116_fs_sjt_01074.jpg,18
20260116_fs_sjt_00738.jpg,raw_fire_relabel_dp_20440.jpg,18
raw_fire_relabel_dp_20456.jpg,raw_fire_relabel_dp_20703.jpg,18
raw_fire_relabel_dp_20498.jpg,20260116_fs_sjt_00358.jpg,18
raw_fire_relabel_dp_20501.jpg,0ceaac62c19eb77b75d3d34475d3615e_07690.jpg,18
raw_fire_relabel_dp_20541.jpg,20260116_fs_sjt_00270.jpg,18
raw_fire_relabel_dp_20594.jpg,20250526_firesmoke_01159.jpg,18
raw_fire_relabel_dp_20598.jpg,20260116_fs_sjt_00058.jpg,18
raw_fire_relabel_dp_20656.jpg,20260116_fs_sjt_00385.jpg,18
20260116_fs_sjt_00550.jpg,20260116_fs_sjt_00161.jpg,19
20260116_fs_sjt_00686.jpg,20260116_fs_sjt_00288.jpg,19
20260116_fs_sjt_01028.jpg,20250526_firesmoke_00357.jpg,19
raw_fire_relabel_dp_20379.jpg,raw_fire_relabel_dp_20591.jpg,19
raw_fire_relabel_dp_20488.jpg,20260116_fs_sjt_00247.jpg,19
raw_fire_relabel_dp_20521.jpg,20260116_fs_sjt_00159.jpg,19
raw_fire_relabel_dp_20673.jpg,20250526_firesmoke_01247.jpg,19
20260116_fs_sjt_00033.jpg,raw_fire_relabel_dp_20421.jpg,20
20260116_fs_sjt_00541.jpg,20260116_fs_sjt_00362.jpg,20
20260116_fs_sjt_00892.jpg,20260116_fs_sjt_00578.jpg,20
20260116_fs_sjt_01002.jpg,20260116_fs_sjt_00777.jpg,20
20260116_fs_sjt_01062.jpg,20250526_firesmoke_00071.jpg,20
raw_fire_relabel_dp_20361.jpg,20250526_firesmoke_00175.jpg,20
raw_fire_relabel_dp_20444.jpg,20260116_fs_sjt_00275.jpg,20
raw_fire_relabel_dp_20486.jpg,raw_fire_relabel_dp_20548.jpg,20
raw_fire_relabel_dp_20557.jpg,20250526_firesmoke_00402.jpg,20
raw_fire_relabel_dp_20605.jpg,20260116_fs_sjt_00000.jpg,20
raw_fire_relabel_dp_20622.jpg,20250526_firesmoke_00969.jpg,20
raw_fire_relabel_dp_20633.jpg,20260116_fs_sjt_00188.jpg,20
20260116_fs_sjt_00112.jpg,20260116_fs_sjt_00802.jpg,21
20260116_fs_sjt_00767.jpg,20260116_fs_sjt_00244.jpg,21
raw_fire_relabel_dp_20631.jpg,20260116_fs_sjt_00383.jpg,21
raw_fire_relabel_dp_20383.jpg,raw_fire_relabel_dp_20362.jpg,22
