image_path,image_name,label,split,source_image,source_path,proposal_type,model,confidence,max_iou,x1,y1,x2,y2
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\crop_data_reg1\train\images\0ceaac62c19eb77b75d3d34475d3615e_07700__tile_02_n.jpg,0ceaac62c19eb77b75d3d34475d3615e_07700__tile_02_n.jpg,0,train,0ceaac62c19eb77b75d3d34475d3615e_07700.jpg,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\images\0ceaac62c19eb77b75d3d34475d3615e_07700.jpg,negative_tile,none,0.0,0.0,392,134,582,324
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\crop_data_reg1\train\images\0ceaac62c19eb77b75d3d34475d3615e_07700__tile_03_n.jpg,0ceaac62c19eb77b75d3d34475d3615e_07700__tile_03_n.jpg,0,train,0ceaac62c19eb77b75d3d34475d3615e_07700.jpg,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\images\0ceaac62c19eb77b75d3d34475d3615e_07700.jpg,negative_tile,none,0.0,0.0,535,240,725,430
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\crop_data_reg1\train\images\0ceaac62c19eb77b75d3d34475d3615e_07705__tile_00_n.jpg,0ceaac62c19eb77b75d3d34475d3615e_07705__tile_00_n.jpg,0,train,0ceaac62c19eb77b75d3d34475d3615e_07705.jpg,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\images\0ceaac62c19eb77b75d3d34475d3615e_07705.jpg,negative_tile,none,0.0,0.0,389,205,579,395
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\crop_data_reg1\train\images\0ceaac62c19eb77b75d3d34475d3615e_07705__tile_01_n.jpg,0ceaac62c19eb77b75d3d34475d3615e_07705__tile_01_n.jpg,0,train,0ceaac62c19eb77b75d3d34475d3615e_07705.jpg,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\images\0ceaac62c19eb77b75d3d34475d3615e_07705.jpg,negative_tile,none,0.0,0.0,594,352,784,542
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\crop_data_reg1\train\images\0ceaac62c19eb77b75d3d34475d3615e_07705__tile_02_n.jpg,0ceaac62c19eb77b75d3d34475d3615e_07705__tile_02_n.jpg,0,train,0ceaac62c19eb77b75d3d34475d3615e_07705.jpg,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\images\0ceaac62c19eb77b75d3d34475d3615e_07705.jpg,negative_tile,none,0.0,0.0,149,186,339,376
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\crop_data_reg1\train\images\0ceaac62c19eb77b75d3d34475d3615e_07705__tile_03_n.jpg,0ceaac62c19eb77b75d3d34475d3615e_07705__tile_03_n.jpg,0,train,0ceaac62c19eb77b75d3d34475d3615e_07705.jpg,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\images\0ceaac62c19eb77b75d3d34475d3615e_07705.jpg,negative_tile,none,0.0,0.0,201,278,391,468
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\crop_data_reg1\train\images\20250526_firesmoke_00021__gt_00_p.jpg,20250526_firesmoke_00021__gt_00_p.jpg,1,train,20250526_firesmoke_00021.jpg,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\images\20250526_firesmoke_00021.jpg,gt,ground_truth,1.0,1.0,830,456,926,552
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\crop_data_reg1\train\images\20250526_firesmoke_00021__yolo_00_yolo26s_p.jpg,20250526_firesmoke_00021__yolo_00_yolo26s_p.jpg,1,train,20250526_firesmoke_00021.jpg,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\images\20250526_firesmoke_00021.jpg,yolo,yolo26s,0.6569154262542725,0.44566439216763293,825,448,921,544
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\crop_data_reg1\train\images\20250526_firesmoke_00021__yolo_01_yolo26m_p.jpg,20250526_firesmoke_00021__yolo_01_yolo26m_p.jpg,1,train,20250526_firesmoke_00021.jpg,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\images\20250526_firesmoke_00021.jpg,yolo,yolo26m,0.1330927014350891,0.4128350752669958,836,456,932,552
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\crop_data_reg1\train\images\20250526_firesmoke_00024__gt_00_p.jpg,20250526_firesmoke_00024__gt_00_p.jpg,1,train,20250526_firesmoke_00024.jpg,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\images\20250526_firesmoke_00024.jpg,gt,ground_truth,1.0,1.0,413,446,509,542
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\crop_data_reg1\train\images\20250526_firesmoke_00024__yolo_00_yolo26s_aug_p.jpg,20250526_firesmoke_00024__yolo_00_yolo26s_aug_p.jpg,1,train,20250526_firesmoke_00024.jpg,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\images\20250526_firesmoke_00024.jpg,yolo,yolo26s_aug,0.6819363236427307,0.9351447736213723,414,445,510,541
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\crop_data_reg1\train\images\20250526_firesmoke_00035__gt_00_p.jpg,20250526_firesmoke_00035__gt_00_p.jpg,1,train,20250526_firesmoke_00035.jpg,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\images\20250526_firesmoke_00035.jpg,gt,ground_truth,1.0,1.0,563,331,952,720
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\crop_data_reg1\train\images\20250526_firesmoke_00035__gt_01_p.jpg,20250526_firesmoke_00035__gt_01_p.jpg,1,train,20250526_firesmoke_00035.jpg,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\images\20250526_firesmoke_00035.jpg,gt,ground_truth,1.0,1.0,466,0,880,414
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\crop_data_reg1\train\images\20250526_firesmoke_00035__yolo_00_yolo26s_p.jpg,20250526_firesmoke_00035__yolo_00_yolo26s_p.jpg,1,train,20250526_firesmoke_00035.jpg,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\images\20250526_firesmoke_00035.jpg,yolo,yolo26s,0.7965312004089355,0.9380003446327873,564,335,943,714
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\crop_data_reg1\train\images\20250526_firesmoke_00035__yolo_01_yolo26s_p.jpg,20250526_firesmoke_00035__yolo_01_yolo26s_p.jpg,1,train,20250526_firesmoke_00035.jpg,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\images\20250526_firesmoke_00035.jpg,yolo,yolo26s,0.7729120850563049,0.8219156422849232,449,0,891,442
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\crop_data_reg1\train\images\20250526_firesmoke_00035__yolo_02_yolo26s_aug_p.jpg,20250526_firesmoke_00035__yolo_02_yolo26s_aug_p.jpg,1,train,20250526_firesmoke_00035.jpg,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\images\20250526_firesmoke_00035.jpg,yolo,yolo26s_aug,0.3227551579475403,0.7842211753928057,597,339,923,665
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\crop_data_reg1\train\images\20250526_firesmoke_00035__yolo_03_yolo26m_p.jpg,20250526_firesmoke_00035__yolo_03_yolo26m_p.jpg,1,train,20250526_firesmoke_00035.jpg,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\images\20250526_firesmoke_00035.jpg,yolo,yolo26m,0.10933351516723633,0.7424286627604576,518,271,967,720
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\crop_data_reg1\train\images\20250526_firesmoke_00038__tile_00_n.jpg,20250526_firesmoke_00038__tile_00_n.jpg,0,train,20250526_firesmoke_00038.jpg,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\images\20250526_firesmoke_00038.jpg,negative_tile,none,0.0,0.0,135,2,387,254
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\crop_data_reg1\train\images\20250526_firesmoke_00038__tile_01_n.jpg,20250526_firesmoke_00038__tile_01_n.jpg,0,train,20250526_firesmoke_00038.jpg,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\images\20250526_firesmoke_00038.jpg,negative_tile,none,0.0,0.0,780,224,1032,476
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\crop_data_reg1\train\images\20250526_firesmoke_00038__tile_02_n.jpg,20250526_firesmoke_00038__tile_02_n.jpg,0,train,20250526_firesmoke_00038.jpg,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\images\20250526_firesmoke_00038.jpg,negative_tile,none,0.0,0.0,81,75,333,327
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\crop_data_reg1\train\images\20250526_firesmoke_00038__tile_03_n.jpg,20250526_firesmoke_00038__tile_03_n.jpg,0,train,20250526_firesmoke_00038.jpg,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\images\20250526_firesmoke_00038.jpg,negative_tile,none,0.0,0.0,833,313,1085,565
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\crop_data_reg1\train\images\20250526_firesmoke_00039__gt_00_p.jpg,20250526_firesmoke_00039__gt_00_p.jpg,1,train,20250526_firesmoke_00039.jpg,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\images\20250526_firesmoke_00039.jpg,gt,ground_truth,1.0,1.0,425,160,535,270
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\crop_data_reg1\train\images\20250526_firesmoke_00039__yolo_00_yolo26m_p.jpg,20250526_firesmoke_00039__yolo_00_yolo26m_p.jpg,1,train,20250526_firesmoke_00039.jpg,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\images\20250526_firesmoke_00039.jpg,yolo,yolo26m,0.7086898684501648,0.7780194062080309,423,158,533,267
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\crop_data_reg1\train\images\20250526_firesmoke_00039__yolo_01_yolo26s_aug_p.jpg,20250526_firesmoke_00039__yolo_01_yolo26s_aug_p.jpg,1,train,20250526_firesmoke_00039.jpg,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\images\20250526_firesmoke_00039.jpg,yolo,yolo26s_aug,0.3018636405467987,0.6767919094735435,413,165,533,285
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\crop_data_reg1\train\images\20250526_firesmoke_00039__yolo_02_yolo26s_p.jpg,20250526_firesmoke_00039__yolo_02_yolo26s_p.jpg,1,train,20250526_firesmoke_00039.jpg,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\images\20250526_firesmoke_00039.jpg,yolo,yolo26s,0.29484301805496216,0.8377027660403389,420,162,528,270
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\crop_data_reg1\train\images\20250526_firesmoke_00039__yolo_03_yolo26s_aug_p.jpg,20250526_firesmoke_00039__yolo_03_yolo26s_aug_p.jpg,1,train,20250526_firesmoke_00039.jpg,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\images\20250526_firesmoke_00039.jpg,yolo,yolo26s_aug,0.10312414169311523,0.47246462528664,431,155,527,251
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\crop_data_reg1\train\images\20250526_firesmoke_00039__yolo_04_yolo26s_p.jpg,20250526_firesmoke_00039__yolo_04_yolo26s_p.jpg,1,train,20250526_firesmoke_00039.jpg,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\images\20250526_firesmoke_00039.jpg,yolo,yolo26s,0.07339845597743988,0.3784247005062074,416,168,512,264
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\crop_data_reg1\train\images\20250526_firesmoke_00039__yolo_05_yolo26s_aug_p.jpg,20250526_firesmoke_00039__yolo_05_yolo26s_aug_p.jpg,1,train,20250526_firesmoke_00039.jpg,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\images\20250526_firesmoke_00039.jpg,yolo,yolo26s_aug,0.03034631535410881,0.38514829551603924,418,188,514,284
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\crop_data_reg1\train\images\20250526_firesmoke_00045__gt_00_p.jpg,20250526_firesmoke_00045__gt_00_p.jpg,1,train,20250526_firesmoke_00045.jpg,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\images\20250526_firesmoke_00045.jpg,gt,ground_truth,1.0,1.0,678,140,904,366
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\crop_data_reg1\train\images\20250526_firesmoke_00045__gt_01_p.jpg,20250526_firesmoke_00045__gt_01_p.jpg,1,train,20250526_firesmoke_00045.jpg,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\images\20250526_firesmoke_00045.jpg,gt,ground_truth,1.0,1.0,799,111,998,309
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\crop_data_reg1\train\images\20250526_firesmoke_00045__yolo_00_yolo26m_p.jpg,20250526_firesmoke_00045__yolo_00_yolo26m_p.jpg,1,train,20250526_firesmoke_00045.jpg,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\images\20250526_firesmoke_00045.jpg,yolo,yolo26m,0.6379239559173584,0.920434991761892,670,136,908,374
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\crop_data_reg1\train\images\20250526_firesmoke_00045__yolo_01_yolo26s_p.jpg,20250526_firesmoke_00045__yolo_01_yolo26s_p.jpg,1,train,20250526_firesmoke_00045.jpg,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\images\20250526_firesmoke_00045.jpg,yolo,yolo26s,0.5299010872840881,0.43526591162693834,689,87,1016,414
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\crop_data_reg1\train\images\20250526_firesmoke_00045__yolo_02_yolo26s_aug_p.jpg,20250526_firesmoke_00045__yolo_02_yolo26s_aug_p.jpg,1,train,20250526_firesmoke_00045.jpg,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\images\20250526_firesmoke_00045.jpg,yolo,yolo26s_aug,0.472214013338089,0.6744325216874101,847,134,990,277
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\crop_data_reg1\train\images\20250526_firesmoke_00045__yolo_03_yolo26s_p.jpg,20250526_firesmoke_00045__yolo_03_yolo26s_p.jpg,1,train,20250526_firesmoke_00045.jpg,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\images\20250526_firesmoke_00045.jpg,yolo,yolo26s,0.06337187439203262,0.7641105426379128,830,131,996,297
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\crop_data_reg1\train\images\20250526_firesmoke_00045__yolo_04_yolo26s_p.jpg,20250526_firesmoke_00045__yolo_04_yolo26s_p.jpg,1,train,20250526_firesmoke_00045.jpg,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\images\20250526_firesmoke_00045.jpg,yolo,yolo26s,0.04470432177186012,0.4215860202067653,731,101,1003,373
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\crop_data_reg1\train\images\20250526_firesmoke_00071__gt_00_p.jpg,20250526_firesmoke_00071__gt_00_p.jpg,1,train,20250526_firesmoke_00071.jpg,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\images\20250526_firesmoke_00071.jpg,gt,ground_truth,1.0,1.0,0,245,342,587
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\crop_data_reg1\train\images\20250526_firesmoke_00071__yolo_00_yolo26s_aug_p.jpg,20250526_firesmoke_00071__yolo_00_yolo26s_aug_p.jpg,1,train,20250526_firesmoke_00071.jpg,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\images\20250526_firesmoke_00071.jpg,yolo,yolo26s_aug,0.34446001052856445,0.9722167593611551,0,245,338,583
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\crop_data_reg1\train\images\20250526_firesmoke_00071__yolo_01_yolo26s_aug_p.jpg,20250526_firesmoke_00071__yolo_01_yolo26s_aug_p.jpg,1,train,20250526_firesmoke_00071.jpg,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\images\20250526_firesmoke_00071.jpg,yolo,yolo26s_aug,0.3443053662776947,0.6660328462412038,0,141,470,612
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\crop_data_reg1\train\images\20250526_firesmoke_00071__yolo_03_yolo26s_aug_p.jpg,20250526_firesmoke_00071__yolo_03_yolo26s_aug_p.jpg,1,train,20250526_firesmoke_00071.jpg,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\images\20250526_firesmoke_00071.jpg,yolo,yolo26s_aug,0.07208973914384842,0.5284609773721782,0,35,583,618
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\crop_data_reg1\train\images\20250526_firesmoke_00101__gt_00_p.jpg,20250526_firesmoke_00101__gt_00_p.jpg,1,train,20250526_firesmoke_00101.jpg,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\images\20250526_firesmoke_00101.jpg,gt,ground_truth,1.0,1.0,617,246,1035,663
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\crop_data_reg1\train\images\20250526_firesmoke_00101__gt_01_p.jpg,20250526_firesmoke_00101__gt_01_p.jpg,1,train,20250526_firesmoke_00101.jpg,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\images\20250526_firesmoke_00101.jpg,gt,ground_truth,1.0,1.0,284,217,669,602
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\crop_data_reg1\train\images\20250526_firesmoke_00101__yolo_00_yolo26s_p.jpg,20250526_firesmoke_00101__yolo_00_yolo26s_p.jpg,1,train,20250526_firesmoke_00101.jpg,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\images\20250526_firesmoke_00101.jpg,yolo,yolo26s,0.7133244872093201,0.9319173340781776,287,215,677,605
C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\crop_data_reg1\train\images\20250526_firesmoke_00101__yolo_01_yolo26s_p.jpg,20250526_firesmoke_00101__yolo_01_yolo26s_p.jpg,1,train,20250526_firesmoke_00101.jpg,C:\Users\CoirRaincoat\PyCharmMiscProject\AIcontest\AI\audit\competition_review\remediation_g1\dataset\train\images\20250526_firesmoke_00101.jpg,yolo,yolo26s,0.4230876564979553,0.7205625038929462,303,225,621,543
